	amir_1_mix_1	amir_1_mix_5	amir_1_mix_8	amir_1_mix_11	amir_1_mix_14	amir_1_mix_17	amir_1_mix_21
WBGene00000035	16.2101997158934	9.97684858191169	11.4447884318711	17.1236913407798	17.5105410223889	19.3080222191345	6.27265590482834
WBGene00000039	225.591946046183	260.823327212834	375.134731933552	359.597518156375	470.838991935347	675.780777669706	322.593732248315
WBGene00000040	124.278197821849	101.193749902247	101.731452727743	181.021879888243	127.762095607801	179.451030036662	121.868743293808
WBGene00000041	279.625945099161	215.214876552667	193.289760182711	209.153658519524	178.348103005813	164.686071869088	200.724988954507
WBGene00000043	5.40339990529779	4.27579224939073	10.1731452727743	7.33872486033419	9.07953978938686	6.81459607734158	6.27265590482834
WBGene00000046	18.9118996685423	8.55158449878145	3.81492947729036	7.33872486033419	3.89123133830866	11.3576601289026	4.48046850344881
WBGene00000048	0	2.13789612469536	1.27164315909679	2.4462416201114	1.94561566915433	0	6.27265590482834
WBGene00000049	4.05254992897335	2.85052816626048	2.54328631819357	1.2231208100557	3.89123133830866	4.54306405156105	0
WBGene00000050	4.05254992897335	3.5631602078256	7.62985895458071	3.66936243016709	5.18830845107821	5.67883006445131	5.37656220413858
WBGene00000055	24.3152995738401	14.2526408313024	13.9880747500646	36.6936243016709	33.7240049320083	45.4306405156105	33.1554669255212
