	amir_1_mix_1	amir_1_mix_5	amir_1_mix_7	amir_1_mix_8	amir_1_mix_10
WBGene00004197	20.161509803907	22.5933375168429	28.9746375883194	20.142475979338	16.5013629525745
WBGene00004198	21.4216041666512	13.2901985393194	25.7552334118395	17.7727729229453	22.0018172700993
WBGene00004199	1848.55843014573	1564.92087800485	1715.94242606381	1614.95263293163	1999.41514442028
WBGene00004201	520.41897181335	558.852848578379	512.958398785803	556.880218252285	544.544977434958
WBGene00004202	22.6816985293954	27.2449070056047	25.7552334118395	29.6212882049088	15.5846205663204
WBGene00004203	3029.26684803703	4104.67781886878	3713.04615020686	3375.64200383141	2932.65889362699
WBGene00004204	4387.64857107527	4437.59729227873	4424.53447320893	4060.4861871289	3927.32438271273
WBGene00004205	172.632927695954	139.547084662853	139.507514314131	162.3246593629	159.51317520822
WBGene00004206	2.52018872548838	4.65156948876178	2.14626945098662	4.73940611278541	2.75022715876242
WBGene00004207	132.30990808814	105.657078387589	87.9970474904516	86.4941615583337	113.676055895513
WBGene00004208	3950.39582720303	4069.45879273959	3495.19980093172	4164.75312161018	4085.9208155347
WBGene00004210	158.771889705768	257.829851662796	211.407540922183	248.818820921234	198.016355430894
WBGene00004212	17.6413210784186	27.2449070056047	20.3895597843729	22.5121790357307	34.8362106776573
WBGene00004213	90.7267941175816	83.063740870746	103.020933647358	135.073074214384	110.925828736751
WBGene00004214	1173.14785171484	1327.02632415104	1180.44819804264	1263.05172905731	1365.02941313241
WBGene00004215	694.311993872048	836.617998050154	786.607753786598	827.026366681054	801.232845586117
WBGene00004217	521.679066176094	449.208710628994	508.66585988383	471.570908222148	537.211038344925
WBGene00004218	5.04037745097676	1.32901985393194	1.07313472549331	3.55455458458906	0
WBGene00004219	49.1436801470234	56.4833437921073	95.5089905689048	63.981982522603	50.4208312439776
WBGene00004220	31.5023590686047	23.2578474438089	30.0477723138127	17.7727729229453	23.8353020426076
WBGene00004221	28.9821703431164	35.8835360561623	24.6820986863462	39.1001004304796	20.168332497591
WBGene00004222	63.0047181372095	90.3733500673716	84.7776433139717	110.191192122261	66.9221941965521
WBGene00004224	12.6009436274419	20.599807735945	9.65821252943981	3.55455458458906	9.16742386254139
WBGene00004225	166.332455882233	140.211594589819	223.212022902609	180.097432285846	171.430826229524
WBGene00004226	45.3633970587908	41.19961547189	37.5597153922659	36.7303973740869	77.0063604453476
WBGene00004228	81.9061335783723	99.0119791179292	158.82393937301	133.888222686188	70.5891637415687
WBGene00004229	22.6816985293954	32.5609864213324	38.6328501177592	40.284951958676	16.5013629525745
WBGene00004231	7.56056617646514	2.65803970786387	3.21940417647994	1.18485152819635	0.916742386254139
WBGene00004232	3.78028308823257	17.2772581011152	1.07313472549331	20.142475979338	3.66696954501655
WBGene00004234	32.7624534313489	37.2125559100942	36.4865806667726	36.7303973740869	42.1701497676904
WBGene00004235	418.351328431071	503.698524640204	441.058372177751	508.301305596235	496.874373349743
WBGene00004236	15.1211323529303	11.2966687584215	15.0238861569064	14.2182183383562	17.4181053388286
WBGene00004237	37.8028308823257	68.4445224774947	50.4373320981857	54.5031702970322	43.0868921539445
WBGene00004238	36.5427365195815	56.4833437921073	52.5836015491723	42.6546550150687	40.3366649951821
WBGene00004239	10694.4208566099	9806.17299223679	10082.1007460097	9162.45686754239	12973.7382502686
WBGene00004241	9294.45601960114	8011.99618942868	8444.49715490687	8151.7785139909	11394.1911187527
WBGene00004242	1510.85314093028	1448.63164078581	1468.04830447485	1415.89757619464	1778.48022933303
WBGene00004243	618.706332107397	630.619920690704	628.856949139081	616.122794662103	805.816557517388
WBGene00004244	924.909262254235	776.147594696251	951.870501512568	783.186860137789	1028.58495737714
WBGene00004245	248.238589460605	388.738307275091	314.42847456954	331.758427894979	345.61187961781
WBGene00004248	60.4845294117211	53.1607941572774	47.2179279217057	40.284951958676	62.3384822652814
WBGene00004249	31.5023590686047	22.5933375168429	31.1209070393061	23.697030563927	40.3366649951821
WBGene00004254	113.408492646977	101.005508898827	91.2164516669315	112.560895178653	136.594615551867
WBGene00004256	0	3.32254963482984	1.07313472549331	5.92425764098176	3.66696954501655
WBGene00004257	5.04037745097676	1.9935297808979	3.21940417647994	1.18485152819635	3.66696954501655
WBGene00004258	1654.50389828312	1900.49839112267	1697.69913573042	1584.14649319852	1820.65037910072
WBGene00004259	1117.7036997541	1700.48090310591	1164.35117716024	1432.48549758939	1177.09722395031
WBGene00004264	3.78028308823257	15.9482382471832	15.0238861569064	4.73940611278541	2.75022715876242
WBGene00004265	0	1.32901985393194	3.21940417647994	11.8485152819635	6.41719670377897
WBGene00004266	11412.6746433741	11713.3164826291	11444.9818473862	11337.8442733109	12240.3443412653
WBGene00004267	113.408492646977	124.927866269602	149.16572684357	113.74574670685	141.178327483137
WBGene00004268	2552.95117891973	2712.52952187508	2623.81440383115	2469.2305847612	3083.92138735892
WBGene00004269	1004.29520710712	917.023699213036	1014.11231559118	867.31131863973	1106.50806020875
WBGene00004270	766.137372548467	731.625429589531	752.267442570812	659.962301205368	788.398452178559
WBGene00004271	152.471417892047	125.592376196568	124.483628157224	123.224558932421	156.762948049458
WBGene00004272	3621.5111985268	3384.34905803767	3382.52065475492	3824.70073301782	3722.89083057806
WBGene00004273	9411.64479533635	9673.2710068436	9867.47380091101	10086.6410595355	10034.6621599378
WBGene00004274	3724.83893627182	3824.91913961611	3795.67752406985	3601.94864571691	3691.72158944542
WBGene00004276	3240.96270097805	3162.40274243104	3106.72503030314	2924.2135715886	2832.73397352529
WBGene00004277	4780.79801225145	4517.33848351465	4471.75240113063	4279.68371984522	4598.37980945076
WBGene00004278	47.8835857842792	79.0766813089502	62.2418140786121	39.1001004304796	40.3366649951821
WBGene00004279	1718.76871078307	1246.62062298816	1227.66612596435	1514.24025303494	1275.18865927951
WBGene00004282	785.03878798963	1010.71959891524	876.751070728036	1202.6243011193	1047.83654748848
WBGene00004283	375.508120097768	522.304802595251	407.791195687459	473.940611278541	374.030893591689
WBGene00004284	495.217084558466	513.001663617727	605.247985178228	598.350021739158	545.461719821212
WBGene00004286	483.876235293769	410.667134864968	434.619563824791	476.310314334933	501.458085281014
WBGene00004296	2152.24117156708	2050.01312469001	2190.26797473185	2027.28096474396	1948.07757079004
WBGene00004297	932.4698284307	886.456242572601	847.776433139717	896.932606844638	988.248292381962
WBGene00004298	143.650757352838	142.869634297683	128.776167059197	136.25792574258	172.347568615778
WBGene00004300	23.9417928921396	16.6127481741492	7.51194307845319	5.92425764098176	21.0850748838452
WBGene00004302	12256.9378664127	11372.4228900956	11513.6624698177	9698.00975828714	10887.2325791541
WBGene00004303	152.471417892047	196.694938381927	201.749328392743	194.315650624202	175.09779577454
WBGene00004304	2108.13786887103	2215.47609650454	2079.73509800604	2086.52354115378	2248.7690734814
WBGene00004305	3559.76657475233	3777.73893480153	3297.74301144095	3411.1875496773	3187.51327700564
WBGene00004306	1192.049267156	1125.67981628035	1090.30488110121	1026.08142341804	1363.1959283599
WBGene00004307	2680.22070955689	2901.91485106038	2731.12787638048	2618.52187731394	2928.07518169572
WBGene00004308	2041.35286764559	1859.29877565078	2026.07836173137	1996.47482501085	1801.39878898938
WBGene00004309	8.82066053920932	10.6321588314555	13.9507514314131	5.92425764098176	5.50045431752483
WBGene00004310	112.148398284233	139.547084662853	216.773214549649	157.585253250115	155.846205663204
WBGene00004311	540.580481617257	569.485007409834	607.394254629215	652.85319203619	477.622783238406
WBGene00004312	438.512838234978	457.847339679552	503.300186256363	411.143480284134	440.036345401987
WBGene00004313	473.795480391815	618.658742005316	612.759928256681	772.523196384022	592.215581520174
WBGene00004314	3.78028308823257	4.65156948876178	0	1.18485152819635	1.83348477250828
WBGene00004315	205.395381127303	170.779051230254	201.749328392743	204.979314377969	269.522261558717
WBGene00004316	17.6413210784186	11.2966687584215	16.0970208823997	16.5879213947489	14.6678781800662
WBGene00004317	544.36076470549	488.414796319986	530.128554393696	470.386056693952	428.118694380683
WBGene00004318	223.036702205721	215.96572626394	214.626945098662	200.239908265183	249.353929061126
WBGene00004319	962.712093136561	1142.2925644545	979.772004375394	1022.52686883345	1157.84563383898
WBGene00004320	4041.12262132062	3121.86763688612	3475.88337587284	3126.82318291017	2929.90866646823
WBGene00004321	345.265855391908	368.803009466112	495.78824317791	385.076746663814	473.95581369339
WBGene00004322	59.2244350489769	65.1219728426649	82.631373862985	66.3516855789957	91.6742386254139
WBGene00004323	553.181425244699	617.329722151384	514.031533511297	524.889226990984	758.145953432173
WBGene00004324	61.7446237744653	74.4251118201884	63.3149488041054	53.3183187688358	55.9212855615025
WBGene00004326	312.503401960559	262.481421151557	323.013552373487	303.321991218266	357.529530639114
WBGene00004333	123.489247548931	165.462971814526	149.16572684357	161.139807834704	218.184687928485
WBGene00004334	65.5249068626978	73.0960919662565	85.850778039465	92.4184191993155	98.0914353291928
WBGene00004335	25.2018872548838	30.5674566404345	19.3164250588796	23.697030563927	11.9176510213038
WBGene00004336	10429.8010404337	10630.8298116016	10511.354636207	9558.19727795997	10008.9933731227
WBGene00004337	509.078122548652	465.821458803144	493.641973726924	554.510515195893	567.463537091312
WBGene00004338	141.130568627349	104.328058533657	116.971685078771	124.409410460617	119.176510213038
WBGene00004339	6609.19493259327	5460.27806987936	5969.8484779193	5799.84823052114	6554.70806171709
WBGene00004340	419.611422793815	364.815949904316	368.085210844206	431.285956263472	338.277940527777
WBGene00004341	210.43575857828	215.96572626394	225.358292353596	251.188523977627	218.184687928485
WBGene00004343	274.700571078233	265.803970786387	309.062800942074	225.121790357307	244.770217129855
WBGene00004345	5.04037745097676	29.9029467134686	22.5358292353596	29.6212882049088	49.5040888577235
WBGene00004346	15.1211323529303	11.9611786853874	11.8044819804264	11.8485152819635	12.8343934075579
WBGene00004348	243.198212009629	266.468480713353	253.259795216422	250.00367244943	259.438095309921
WBGene00004349	10.0807549019535	13.9547084662853	11.8044819804264	13.0333668101599	14.6678781800662
WBGene00004350	153.731512254791	201.346507870688	193.164250588796	162.3246593629	146.678781800662
WBGene00004352	735.895107842607	693.74836375247	648.173374197961	720.389729143382	680.222850600571
WBGene00004353	18.9014154411628	17.2772581011152	33.2671764902927	15.4030698665526	9.16742386254139
WBGene00004354	1020.67643382279	911.043109870342	914.310786120302	867.31131863973	869.071782168923
WBGene00004355	161.292078431256	182.740229915641	204.968732569223	132.703371157991	166.847114298253
WBGene00004356	2372.75768504731	2247.3725729989	2389.87103367361	2648.14316551885	2191.93104553365
WBGene00004357	2963.74194117433	3428.87122314439	3291.30420308799	3391.04507369796	3119.67434042283
WBGene00004358	84.4263223038607	90.3733500673716	83.7045085884783	90.0487161429228	92.590981011668
WBGene00004359	3.78028308823257	3.32254963482984	5.36567362746656	10.6636637537672	4.58371193127069
WBGene00004360	296.122175244884	274.442599836945	240.382178510502	257.112781618608	341.02816768654
WBGene00004361	327.624534313489	408.67360508407	364.865806667726	420.622292509705	391.448998930517
WBGene00004363	36.5427365195815	24.5868672977408	40.7791195687459	27.2515851485161	28.4190139738783
WBGene00004364	139.870474264605	97.6829592639973	116.971685078771	152.845847137329	96.2579505566846
WBGene00004367	1116.44360539135	1427.3673231229	1227.66612596435	1310.44579018517	1559.37879901829
WBGene00004368	12.6009436274419	13.2901985393194	6.43880835295987	4.73940611278541	11.9176510213038
WBGene00004369	90.7267941175816	114.295707438146	124.483628157224	66.3516855789957	71.5059061278228
WBGene00004370	40.3230196078141	49.8382445224476	42.9253890197325	56.8728733534249	44.9203769264528
WBGene00004371	442.29312132321	680.458165213151	534.421093295669	595.980318682765	660.05451810298
WBGene00004372	11.3408492646977	22.5933375168429	18.2432903333863	11.8485152819635	22.0018172700993
WBGene00004373	4908.06754288862	5680.89536563206	5351.72287603515	5772.59664537263	5671.88514375436
WBGene00004374	797.639731617072	602.045993831167	617.052467158655	530.813484631966	660.971260489234
WBGene00004375	189.014154411628	191.378858966199	202.822463118236	183.651986870435	200.766582589656
WBGene00004377	21.4216041666512	20.599807735945	23.6089639608529	23.697030563927	18.3348477250828
WBGene00004378	255.79915563707	308.997116039175	285.453836981221	264.221890787786	286.940366897545
WBGene00004380	786.298882352374	923.668798482695	717.927131355026	558.065069780482	949.745112159288
WBGene00004381	688.011522058327	578.123636460392	679.294281237267	648.113785923405	776.480801157255
WBGene00004382	74.3455674019072	100.340998971861	76.1925655100252	66.3516855789957	109.092343964243
WBGene00004383	428.432083333024	384.751247713295	418.522542942392	405.219222643152	427.201951994429
WBGene00004384	1026.97690563651	962.210374246722	1028.06306702259	915.89023129578	1211.01669224172
WBGene00004385	554.441519607443	432.595962454845	431.400159648312	554.510515195893	466.621874603357
WBGene00004386	393.149441176187	382.757717932397	415.303138765912	370.858528325458	359.363015411622
WBGene00004387	803.940203430793	847.914666808575	727.585343884466	751.195868876487	696.724213553145
