"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"358","WBGene00009842","WBGene00020290","WBGene00007339","WBGene00001086",NA,NA,"WBGene00016457","WBGene00018543",NA,"WBGene00014177",NA,"WBGene00007339","WBGene00001086","WBGene00007339"
"359","WBGene00020760","WBGene00017993","WBGene00004486","WBGene00020544",NA,NA,"WBGene00000865","WBGene00008228",NA,"WBGene00015899",NA,"WBGene00004486","WBGene00020544","WBGene00004486"
"360","WBGene00018145","WBGene00011908","WBGene00018073","WBGene00006852",NA,NA,"WBGene00020073","WBGene00004174",NA,"WBGene00013127",NA,"WBGene00018073","WBGene00006852","WBGene00018073"
"361","WBGene00020158","WBGene00001562","WBGene00008652","WBGene00004204",NA,NA,"WBGene00001435","WBGene00006798",NA,"WBGene00012445",NA,"WBGene00008652","WBGene00004204","WBGene00008652"
"362","WBGene00044644","WBGene00015776","WBGene00019957","WBGene00001025",NA,NA,"WBGene00007196","WBGene00020844",NA,"WBGene00007352",NA,"WBGene00019957","WBGene00001025","WBGene00019957"
"363","WBGene00008865","WBGene00018857","WBGene00001713","WBGene00014144",NA,NA,"WBGene00016453","WBGene00004310",NA,"WBGene00001335",NA,"WBGene00001713","WBGene00014144","WBGene00001713"
"364","WBGene00015046","WBGene00017986","WBGene00001685","WBGene00001958",NA,NA,"WBGene00018605","WBGene00002123",NA,"WBGene00021456",NA,"WBGene00001685","WBGene00001958","WBGene00001685"
"365","WBGene00015122","WBGene00011977","WBGene00006930","WBGene00013086",NA,NA,"WBGene00004816","WBGene00007180",NA,"WBGene00020665",NA,"WBGene00006930","WBGene00013086","WBGene00006930"
"366","WBGene00003773","WBGene00018248","WBGene00013702","WBGene00015329",NA,NA,"WBGene00004814","WBGene00006840",NA,"WBGene00018037",NA,"WBGene00013702","WBGene00015329","WBGene00013702"
"367","WBGene00012257","WBGene00016013","WBGene00015698","WBGene00000870",NA,NA,"WBGene00020261","WBGene00017123",NA,"WBGene00019295",NA,"WBGene00015698","WBGene00000870","WBGene00015698"
"368","WBGene00003517","WBGene00000459","WBGene00011428","WBGene00002980",NA,NA,"WBGene00001186","WBGene00006928",NA,"WBGene00044916",NA,"WBGene00011428","WBGene00002980","WBGene00011428"
"369","WBGene00016052","WBGene00022310","WBGene00004441","WBGene00006745",NA,NA,"WBGene00008139","WBGene00010244",NA,"WBGene00003246",NA,"WBGene00004441","WBGene00006745","WBGene00004441"
"370","WBGene00020931","WBGene00011124","WBGene00008113","WBGene00013007",NA,NA,"WBGene00000884","WBGene00015295",NA,"WBGene00009285",NA,"WBGene00008113","WBGene00013007","WBGene00008113"
"371","WBGene00045272","WBGene00006704","WBGene00016628","WBGene00022099",NA,NA,"WBGene00010785","WBGene00045261",NA,"WBGene00017755",NA,"WBGene00016628","WBGene00022099","WBGene00016628"
"372","WBGene00012140","WBGene00015778","WBGene00012358","WBGene00013606",NA,NA,"WBGene00008904","WBGene00022113",NA,"WBGene00006498",NA,"WBGene00012358","WBGene00013606","WBGene00012358"
"373","WBGene00044445","WBGene00019249","WBGene00008295","WBGene00013796",NA,NA,"WBGene00000868","WBGene00004238",NA,"WBGene00021929",NA,"WBGene00008295","WBGene00013796","WBGene00008295"
"374","WBGene00016425","WBGene00019799","WBGene00009434","WBGene00022501",NA,NA,"WBGene00004163","WBGene00007574",NA,"WBGene00000068",NA,"WBGene00009434","WBGene00022501","WBGene00009434"
"375","WBGene00006470","WBGene00017004","WBGene00008865","WBGene00002175",NA,NA,"WBGene00004821","WBGene00006926",NA,"WBGene00001032",NA,"WBGene00008865","WBGene00002175","WBGene00008865"
"376","WBGene00017727","WBGene00000274","WBGene00010319","WBGene00021469",NA,NA,"WBGene00000461","WBGene00022045",NA,"WBGene00003826",NA,"WBGene00010319","WBGene00021469","WBGene00010319"
"377","WBGene00001064","WBGene00001569","WBGene00015729","WBGene00018248",NA,NA,"WBGene00010064","WBGene00022441",NA,"WBGene00020064",NA,"WBGene00015729","WBGene00018248","WBGene00015729"
"378","WBGene00006743","WBGene00003020","WBGene00001110","WBGene00017780",NA,NA,"WBGene00009202","WBGene00045265",NA,"WBGene00022774",NA,"WBGene00001110","WBGene00017780","WBGene00001110"
"379","WBGene00004809","WBGene00010691","WBGene00012428","WBGene00012530",NA,NA,"WBGene00000453","WBGene00003010",NA,"WBGene00009469",NA,"WBGene00012428","WBGene00012530","WBGene00012428"
"380","WBGene00011590","WBGene00013011","WBGene00015694","WBGene00004698",NA,NA,"WBGene00011229","WBGene00021487",NA,"WBGene00008138",NA,"WBGene00015694","WBGene00004698","WBGene00015694"
"381","WBGene00012382","WBGene00018689","WBGene00006321","WBGene00001999",NA,NA,"WBGene00044798","WBGene00010049",NA,"WBGene00022043",NA,"WBGene00006321","WBGene00001999","WBGene00006321"
"382","WBGene00010047","WBGene00002117","WBGene00019780","WBGene00016894",NA,NA,"WBGene00021468","WBGene00002064",NA,"WBGene00001259",NA,"WBGene00019780","WBGene00016894","WBGene00019780"
"383","WBGene00006819","WBGene00045486","WBGene00011335","WBGene00008444",NA,NA,"WBGene00015112","WBGene00011393",NA,"WBGene00045498",NA,"WBGene00011335","WBGene00008444","WBGene00011335"
"384","WBGene00000022","WBGene00015011","WBGene00018353","WBGene00001002",NA,NA,"WBGene00004820","WBGene00001752",NA,"WBGene00009721",NA,"WBGene00018353","WBGene00001002","WBGene00018353"
"385","WBGene00202514","WBGene00010149","WBGene00004409","WBGene00006796",NA,NA,"WBGene00019922","WBGene00011520",NA,"WBGene00019630",NA,"WBGene00004409","WBGene00006796","WBGene00004409"
"386","WBGene00007453","WBGene00015905","WBGene00004172","WBGene00000040",NA,NA,"WBGene00003053","WBGene00001694",NA,"WBGene00013311",NA,"WBGene00004172","WBGene00000040","WBGene00004172"
"387","WBGene00015932","WBGene00003052","WBGene00006981","WBGene00021474",NA,NA,"WBGene00012300","WBGene00016229",NA,"WBGene00004919",NA,"WBGene00006981","WBGene00021474","WBGene00006981"
"388","WBGene00021909","WBGene00006494","WBGene00022042","WBGene00017898",NA,NA,"WBGene00001854","WBGene00018519",NA,"WBGene00009200",NA,"WBGene00022042","WBGene00017898","WBGene00022042"
"389","WBGene00012097","WBGene00000406","WBGene00000969","WBGene00004769",NA,NA,"WBGene00003159","WBGene00009429",NA,"WBGene00001833",NA,"WBGene00000969","WBGene00004769","WBGene00000969"
"390","WBGene00002248","WBGene00019748","WBGene00021976","WBGene00004703",NA,NA,"WBGene00017481","WBGene00014698",NA,"WBGene00013593",NA,"WBGene00021976","WBGene00004703","WBGene00021976"
"391","WBGene00008922","WBGene00010492","WBGene00194713","WBGene00011791",NA,NA,"WBGene00018271","WBGene00021540",NA,"WBGene00007351",NA,"WBGene00194713","WBGene00011791","WBGene00194713"
"392","WBGene00007097","WBGene00021661","WBGene00015933","WBGene00019017",NA,NA,"WBGene00018731","WBGene00044068",NA,"WBGene00003026",NA,"WBGene00015933","WBGene00019017","WBGene00015933"
"393","WBGene00021835","WBGene00003241","WBGene00006779","WBGene00020334",NA,NA,"WBGene00000388","WBGene00015942",NA,"WBGene00003539",NA,"WBGene00006779","WBGene00020334","WBGene00006779"
"394","WBGene00015816","WBGene00008648","WBGene00014697","WBGene00017253",NA,NA,"WBGene00017105","WBGene00016838",NA,"WBGene00011636",NA,"WBGene00014697","WBGene00017253","WBGene00014697"
"395","WBGene00020561","WBGene00006869","WBGene00004811","WBGene00019956",NA,NA,"WBGene00000836","WBGene00012186",NA,"WBGene00019657",NA,"WBGene00004811","WBGene00019956","WBGene00004811"
"396","WBGene00013702","WBGene00020588","WBGene00017717","WBGene00019787",NA,NA,"WBGene00000995","WBGene00018901",NA,"WBGene00013093",NA,"WBGene00017717","WBGene00019787","WBGene00017717"
"397","WBGene00007506","WBGene00000913","WBGene00004446","WBGene00003955",NA,NA,"WBGene00001853","WBGene00008555",NA,NA,NA,"WBGene00004446","WBGene00003955","WBGene00004446"
"398","WBGene00019914","WBGene00010037","WBGene00008975","WBGene00012238",NA,NA,"WBGene00004391","WBGene00007555",NA,NA,NA,"WBGene00008975","WBGene00012238","WBGene00008975"
"399","WBGene00001858","WBGene00001087","WBGene00009734","WBGene00008825",NA,NA,"WBGene00004700","WBGene00018996",NA,NA,NA,"WBGene00009734","WBGene00008825","WBGene00009734"
"400","WBGene00021015","WBGene00013917","WBGene00009408","WBGene00018013",NA,NA,"WBGene00009834","WBGene00001559",NA,NA,NA,"WBGene00009408","WBGene00018013","WBGene00009408"
"401","WBGene00235133","WBGene00001086","WBGene00015932","WBGene00020245",NA,NA,"WBGene00006773","WBGene00005663",NA,NA,NA,"WBGene00015932","WBGene00020245","WBGene00015932"
"402","WBGene00021415","WBGene00020111","WBGene00017438","WBGene00007053",NA,NA,"WBGene00011509","WBGene00000043",NA,NA,NA,"WBGene00017438","WBGene00007053","WBGene00017438"
"403","WBGene00022515","WBGene00219313","WBGene00011573","WBGene00009233",NA,NA,"WBGene00014097","WBGene00006533",NA,NA,NA,"WBGene00011573","WBGene00009233","WBGene00011573"
"404","WBGene00017841","WBGene00003784","WBGene00012757","WBGene00004884",NA,NA,"WBGene00000458","WBGene00000789",NA,NA,NA,"WBGene00012757","WBGene00004884","WBGene00012757"
"405","WBGene00008900","WBGene00022455","WBGene00008579","WBGene00015022",NA,NA,"WBGene00010808","WBGene00012144",NA,NA,NA,"WBGene00008579","WBGene00015022","WBGene00008579"
"406","WBGene00009434","WBGene00010495","WBGene00000281","WBGene00020726",NA,NA,"WBGene00008825","WBGene00012768",NA,NA,NA,"WBGene00000281","WBGene00020726","WBGene00000281"
"407","WBGene00000902","WBGene00011279","WBGene00002265","WBGene00009724",NA,NA,"WBGene00017402","WBGene00000788",NA,NA,NA,"WBGene00002265","WBGene00009724","WBGene00002265"
"408","WBGene00016316","WBGene00001999","WBGene00003375","WBGene00009573",NA,NA,"WBGene00007548","WBGene00007614",NA,NA,NA,"WBGene00003375","WBGene00009573","WBGene00003375"
"409","WBGene00014697","WBGene00007666","WBGene00016923","WBGene00020823",NA,NA,"WBGene00010519","WBGene00008229",NA,NA,NA,"WBGene00016923","WBGene00020823","WBGene00016923"
"410","WBGene00003242","WBGene00019900","WBGene00001345","WBGene00010504",NA,NA,"WBGene00001104","WBGene00019537",NA,NA,NA,"WBGene00001345","WBGene00010504","WBGene00001345"
"411","WBGene00017361","WBGene00018714","WBGene00017063","WBGene00018995",NA,NA,"WBGene00018013","WBGene00020373",NA,NA,NA,"WBGene00017063","WBGene00018995","WBGene00017063"
"412","WBGene00001448","WBGene00006545","WBGene00002037","WBGene00022802",NA,NA,"WBGene00010740","WBGene00008511",NA,NA,NA,"WBGene00002037","WBGene00022802","WBGene00002037"
"413","WBGene00007474","WBGene00009665","WBGene00012256","WBGene00008838",NA,NA,"WBGene00020205","WBGene00000232",NA,NA,NA,"WBGene00012256","WBGene00008838","WBGene00012256"
"414","WBGene00001685","WBGene00019624","WBGene00019908","WBGene00008880",NA,NA,"WBGene00001820","WBGene00006454",NA,NA,NA,"WBGene00019908","WBGene00008880","WBGene00019908"
"415","WBGene00003933","WBGene00012198","WBGene00002025","WBGene00012420",NA,NA,"WBGene00011038","WBGene00001232",NA,NA,NA,"WBGene00002025","WBGene00012420","WBGene00002025"
"416","WBGene00012005","WBGene00017252","WBGene00006980","WBGene00012732",NA,NA,"WBGene00003587","WBGene00013484",NA,NA,NA,"WBGene00006980","WBGene00012732","WBGene00006980"
"417","WBGene00006981","WBGene00021035","WBGene00000696","WBGene00019413",NA,NA,"WBGene00016638","WBGene00008735",NA,NA,NA,"WBGene00000696","WBGene00019413","WBGene00000696"
"418","WBGene00003991","WBGene00008210","WBGene00008777","WBGene00010473",NA,NA,"WBGene00003955","WBGene00003588",NA,NA,NA,"WBGene00008777","WBGene00010473","WBGene00008777"
"419","WBGene00022822","WBGene00017046","WBGene00007363","WBGene00020214",NA,NA,"WBGene00004259","WBGene00021495",NA,NA,NA,"WBGene00007363","WBGene00020214","WBGene00007363"
"420","WBGene00003063","WBGene00010093","WBGene00013781","WBGene00000460",NA,NA,"WBGene00044694","WBGene00022615",NA,NA,NA,"WBGene00013781","WBGene00000460","WBGene00013781"
"421","WBGene00004156","WBGene00018006","WBGene00001168","WBGene00015529",NA,NA,"WBGene00004819","WBGene00021397",NA,NA,NA,"WBGene00001168","WBGene00015529","WBGene00001168"
"422","WBGene00001397","WBGene00000369","WBGene00009029","WBGene00004888",NA,NA,"WBGene00018164","WBGene00017310",NA,NA,NA,"WBGene00009029","WBGene00004888","WBGene00009029"
"423","WBGene00015955","WBGene00003158","WBGene00020007","WBGene00003794",NA,NA,"WBGene00001898","WBGene00011592",NA,NA,NA,"WBGene00020007","WBGene00003794","WBGene00020007"
"424","WBGene00000217","WBGene00001755","WBGene00022101","WBGene00001377",NA,NA,"WBGene00006698","WBGene00022674",NA,NA,NA,"WBGene00022101","WBGene00001377","WBGene00022101"
"425","WBGene00016273","WBGene00014999","WBGene00206464","WBGene00219451",NA,NA,"WBGene00000122","WBGene00004040",NA,NA,NA,"WBGene00206464","WBGene00219451","WBGene00206464"
"426","WBGene00000893","WBGene00004917","WBGene00004810","WBGene00000413",NA,NA,"WBGene00007417","WBGene00014000",NA,NA,NA,"WBGene00004810","WBGene00000413","WBGene00004810"
"427","WBGene00003610","WBGene00017548","WBGene00009358","WBGene00011315",NA,NA,"WBGene00002125","WBGene00001169",NA,NA,NA,"WBGene00009358","WBGene00011315","WBGene00009358"
"428","WBGene00194695","WBGene00020508","WBGene00016722","WBGene00004706",NA,NA,"WBGene00019862","WBGene00015232",NA,NA,NA,"WBGene00016722","WBGene00004706","WBGene00016722"
"429","WBGene00003369","WBGene00015518","WBGene00016435","WBGene00019407",NA,NA,"WBGene00001971","WBGene00020339",NA,NA,NA,"WBGene00016435","WBGene00019407","WBGene00016435"
"430","WBGene00019509","WBGene00007867","WBGene00012557","WBGene00006366",NA,NA,"WBGene00004888","WBGene00001446",NA,NA,NA,"WBGene00012557","WBGene00006366","WBGene00012557"
"431","WBGene00012548","WBGene00007068",NA,"WBGene00016905",NA,NA,"WBGene00006552","WBGene00000780",NA,NA,NA,"WBGene00004412","WBGene00016905","WBGene00004412"
"432","WBGene00014206","WBGene00017951",NA,"WBGene00022265",NA,NA,"WBGene00001051","WBGene00013312",NA,NA,NA,"WBGene00000039","WBGene00022265","WBGene00000039"
"433","WBGene00009889","WBGene00011835",NA,"WBGene00006546",NA,NA,"WBGene00017598","WBGene00015010",NA,NA,NA,"WBGene00021048","WBGene00006546","WBGene00021048"
"434","WBGene00018418","WBGene00007042",NA,"WBGene00007419",NA,NA,"WBGene00017098","WBGene00022178",NA,NA,NA,"WBGene00019858","WBGene00007419","WBGene00019858"
"435","WBGene00015219","WBGene00000265",NA,"WBGene00003123",NA,NA,"WBGene00004786","WBGene00007264",NA,NA,NA,"WBGene00011060","WBGene00003123","WBGene00011060"
"436","WBGene00015523","WBGene00011805",NA,"WBGene00016576",NA,NA,"WBGene00010000","WBGene00018602",NA,NA,NA,"WBGene00003623","WBGene00016576","WBGene00003623"
"437","WBGene00000150","WBGene00011638",NA,"WBGene00009899",NA,NA,"WBGene00011434","WBGene00006436",NA,NA,NA,"WBGene00004469","WBGene00009899","WBGene00004469"
"438","WBGene00021529","WBGene00019907",NA,"WBGene00019686",NA,NA,"WBGene00007225","WBGene00007336",NA,NA,NA,"WBGene00006942","WBGene00019686","WBGene00006942"
"439","WBGene00016596","WBGene00021049",NA,"WBGene00000137",NA,NA,"WBGene00000444","WBGene00007749",NA,NA,NA,"WBGene00006408","WBGene00000137","WBGene00006408"
"440","WBGene00006760","WBGene00014117",NA,"WBGene00001331",NA,NA,"WBGene00018238","WBGene00022847",NA,NA,NA,"WBGene00001075","WBGene00001331","WBGene00001075"
"441","WBGene00003934","WBGene00000480",NA,"WBGene00018104",NA,NA,"WBGene00017423","WBGene00012759",NA,NA,NA,"WBGene00022382","WBGene00018104","WBGene00022382"
"442","WBGene00017304","WBGene00018104",NA,"WBGene00009370",NA,NA,"WBGene00001949","WBGene00020690",NA,NA,NA,"WBGene00004483","WBGene00009370","WBGene00004483"
"443","WBGene00000998","WBGene00016630",NA,"WBGene00006932",NA,NA,"WBGene00012021","WBGene00016877",NA,NA,NA,"WBGene00004417","WBGene00006932","WBGene00004417"
"444","WBGene00011108","WBGene00008838",NA,"WBGene00022794",NA,NA,"WBGene00015329","WBGene00020301",NA,NA,NA,"WBGene00004495","WBGene00022794","WBGene00004495"
"445","WBGene00000756","WBGene00022458",NA,"WBGene00011738",NA,NA,"WBGene00007642","WBGene00022335",NA,NA,NA,"WBGene00000220","WBGene00011738","WBGene00000220"
"446","WBGene00018252","WBGene00008921",NA,"WBGene00003367",NA,NA,"WBGene00014159","WBGene00004228",NA,NA,NA,"WBGene00001076","WBGene00003367","WBGene00001076"
"447","WBGene00016845","WBGene00008440",NA,"WBGene00010845",NA,NA,"WBGene00013086","WBGene00017258",NA,NA,NA,"WBGene00004482","WBGene00010845","WBGene00004482"
"448","WBGene00004311","WBGene00008710",NA,"WBGene00020738",NA,NA,"WBGene00006331","WBGene00001395",NA,NA,NA,"WBGene00008296","WBGene00020738","WBGene00008296"
"449","WBGene00008862","WBGene00019814",NA,"WBGene00006605",NA,NA,"WBGene00015565","WBGene00008369",NA,NA,NA,"WBGene00022645","WBGene00006605","WBGene00022645"
"450","WBGene00019855","WBGene00000462",NA,"WBGene00006775",NA,NA,"WBGene00021779","WBGene00021869",NA,NA,NA,"WBGene00004498","WBGene00006775","WBGene00004498"
"451","WBGene00007590","WBGene00000713",NA,"WBGene00000411",NA,NA,"WBGene00003983","WBGene00002272",NA,NA,NA,"WBGene00007913","WBGene00000411","WBGene00007913"
"452","WBGene00012256","WBGene00003979",NA,"WBGene00017004",NA,NA,"WBGene00010142","WBGene00020886",NA,NA,NA,"WBGene00001069","WBGene00017004","WBGene00001069"
"453","WBGene00011733","WBGene00007709",NA,"WBGene00018704",NA,NA,"WBGene00000411","WBGene00016797",NA,NA,NA,"WBGene00001631","WBGene00018704","WBGene00001631"
"454","WBGene00010867","WBGene00015610",NA,"WBGene00013319",NA,NA,"WBGene00020354","WBGene00017641",NA,NA,NA,"WBGene00022887","WBGene00013319","WBGene00022887"
"455","WBGene00018470","WBGene00001002",NA,"WBGene00019344",NA,NA,"WBGene00001081","WBGene00021491",NA,NA,NA,"WBGene00000928","WBGene00019344","WBGene00000928"
"456","WBGene00007980","WBGene00017967",NA,"WBGene00009156",NA,NA,"WBGene00008844","WBGene00009259",NA,NA,NA,"WBGene00008964","WBGene00009156","WBGene00008964"
"457","WBGene00008708","WBGene00001439",NA,"WBGene00015328",NA,NA,"WBGene00021293","WBGene00000097",NA,NA,NA,"WBGene00006959","WBGene00015328","WBGene00006959"
"458","WBGene00021213","WBGene00008034",NA,"WBGene00010552",NA,NA,"WBGene00015138","WBGene00009741",NA,NA,NA,"WBGene00009803","WBGene00010552","WBGene00009803"
