"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"385","WBGene00202514","WBGene00010149","WBGene00004409","WBGene00006796","WBGene00008295","WBGene00017898","WBGene00008295","WBGene00020886",NA,"WBGene00010697",NA,"WBGene00004409","WBGene00006796","WBGene00004409"
"386","WBGene00007453","WBGene00015905","WBGene00004172","WBGene00000040","WBGene00006533","WBGene00018208","WBGene00006533","WBGene00016797",NA,"WBGene00018156",NA,"WBGene00004172","WBGene00000040","WBGene00004172"
"387","WBGene00015932","WBGene00003052","WBGene00006981","WBGene00021474","WBGene00012768","WBGene00003123","WBGene00012768","WBGene00021491",NA,"WBGene00009245",NA,"WBGene00006981","WBGene00021474","WBGene00006981"
"388","WBGene00021909","WBGene00006494","WBGene00022042","WBGene00017898","WBGene00021899","WBGene00021204","WBGene00021899","WBGene00009259",NA,"WBGene00003828",NA,"WBGene00022042","WBGene00017898","WBGene00022042"
"389","WBGene00012097","WBGene00000406","WBGene00000969","WBGene00004769","WBGene00007339","WBGene00012926","WBGene00007339","WBGene00000097",NA,"WBGene00001579",NA,"WBGene00000969","WBGene00004769","WBGene00000969"
"390","WBGene00002248","WBGene00019748","WBGene00021976","WBGene00004703","WBGene00022615","WBGene00004818","WBGene00022615","WBGene00009741",NA,"WBGene00000180",NA,"WBGene00021976","WBGene00004703","WBGene00021976"
"391","WBGene00008922","WBGene00010492","WBGene00194713","WBGene00011791","WBGene00000754","WBGene00016084","WBGene00000754","WBGene00021043",NA,"WBGene00017746",NA,"WBGene00194713","WBGene00011791","WBGene00194713"
"392","WBGene00007097","WBGene00021661","WBGene00015933","WBGene00019017","WBGene00000273","WBGene00018520","WBGene00000273","WBGene00045473",NA,"WBGene00001743",NA,"WBGene00015933","WBGene00019017","WBGene00015933"
"393","WBGene00021835","WBGene00003241","WBGene00006779","WBGene00020334","WBGene00002056","WBGene00000752","WBGene00002056","WBGene00000787",NA,"WBGene00010730",NA,"WBGene00006779","WBGene00020334","WBGene00006779"
"394","WBGene00015816","WBGene00008648","WBGene00014697","WBGene00017253","WBGene00010124","WBGene00004873","WBGene00010124","WBGene00017776",NA,"WBGene00009664",NA,"WBGene00014697","WBGene00017253","WBGene00014697"
"395","WBGene00020561","WBGene00006869","WBGene00004811","WBGene00019956","WBGene00017484","WBGene00012240","WBGene00017484","WBGene00021245",NA,"WBGene00017843",NA,"WBGene00004811","WBGene00019956","WBGene00004811"
"396","WBGene00013702","WBGene00020588","WBGene00017717","WBGene00019787","WBGene00022713","WBGene00003219","WBGene00022713","WBGene00004198",NA,"WBGene00009499",NA,"WBGene00017717","WBGene00019787","WBGene00017717"
"397","WBGene00007506","WBGene00000913","WBGene00004446","WBGene00003955","WBGene00007414","WBGene00022265","WBGene00007414","WBGene00007984",NA,"WBGene00003230",NA,"WBGene00004446","WBGene00003955","WBGene00004446"
"398","WBGene00019914","WBGene00010037","WBGene00008975","WBGene00012238","WBGene00013867","WBGene00000961","WBGene00013867","WBGene00009156",NA,"WBGene00009299",NA,"WBGene00008975","WBGene00012238","WBGene00008975"
"399","WBGene00001858","WBGene00001087","WBGene00009734","WBGene00008825","WBGene00043994","WBGene00000289","WBGene00043994","WBGene00001385",NA,"WBGene00013323",NA,"WBGene00009734","WBGene00008825","WBGene00009734"
"400","WBGene00021015","WBGene00013917","WBGene00009408","WBGene00018013","WBGene00008377","WBGene00006388","WBGene00008377","WBGene00022610",NA,"WBGene00021959",NA,"WBGene00009408","WBGene00018013","WBGene00009408"
"401","WBGene00235133","WBGene00001086","WBGene00015932","WBGene00020245","WBGene00044479","WBGene00009662","WBGene00044479","WBGene00011019",NA,"WBGene00003509",NA,"WBGene00015932","WBGene00020245","WBGene00015932"
"402","WBGene00021415","WBGene00020111","WBGene00017438","WBGene00007053","WBGene00017641","WBGene00044949","WBGene00017641","WBGene00014262",NA,"WBGene00013405",NA,"WBGene00017438","WBGene00007053","WBGene00017438"
"403","WBGene00022515","WBGene00219313","WBGene00011573","WBGene00009233","WBGene00001110",NA,"WBGene00001110","WBGene00015947",NA,"WBGene00011016",NA,"WBGene00011573","WBGene00009233","WBGene00011573"
"404","WBGene00017841","WBGene00003784","WBGene00012757","WBGene00004884","WBGene00013393",NA,"WBGene00013393","WBGene00022505",NA,"WBGene00017911",NA,"WBGene00012757","WBGene00004884","WBGene00012757"
"405","WBGene00008900","WBGene00022455","WBGene00008579","WBGene00015022","WBGene00002037",NA,"WBGene00002037","WBGene00016918",NA,"WBGene00003156",NA,"WBGene00008579","WBGene00015022","WBGene00008579"
"406","WBGene00009434","WBGene00010495","WBGene00000281","WBGene00020726","WBGene00015817",NA,"WBGene00015817","WBGene00015713",NA,"WBGene00003228",NA,"WBGene00000281","WBGene00020726","WBGene00000281"
"407","WBGene00000902","WBGene00011279","WBGene00002265","WBGene00009724","WBGene00001159",NA,"WBGene00001159","WBGene00015293",NA,"WBGene00016406",NA,"WBGene00002265","WBGene00009724","WBGene00002265"
"408","WBGene00016316","WBGene00001999","WBGene00003375","WBGene00009573","WBGene00008041",NA,"WBGene00008041","WBGene00016190",NA,"WBGene00020951",NA,"WBGene00003375","WBGene00009573","WBGene00003375"
"409","WBGene00014697","WBGene00007666","WBGene00016923","WBGene00020823","WBGene00002219",NA,"WBGene00002219","WBGene00014090",NA,"WBGene00020516",NA,"WBGene00016923","WBGene00020823","WBGene00016923"
"410","WBGene00003242","WBGene00019900","WBGene00001345","WBGene00010504","WBGene00021465",NA,"WBGene00021465","WBGene00001158",NA,"WBGene00006781",NA,"WBGene00001345","WBGene00010504","WBGene00001345"
"411","WBGene00017361","WBGene00018714","WBGene00017063","WBGene00018995","WBGene00020194",NA,"WBGene00020194","WBGene00011551",NA,"WBGene00017177",NA,"WBGene00017063","WBGene00018995","WBGene00017063"
"412","WBGene00001448","WBGene00006545","WBGene00002037","WBGene00022802","WBGene00015647",NA,"WBGene00015647","WBGene00014141",NA,"WBGene00018625",NA,"WBGene00002037","WBGene00022802","WBGene00002037"
"413","WBGene00007474","WBGene00009665","WBGene00012256","WBGene00008838","WBGene00022490",NA,"WBGene00022490","WBGene00006067",NA,"WBGene00004235",NA,"WBGene00012256","WBGene00008838","WBGene00012256"
"414","WBGene00001685","WBGene00019624","WBGene00019908","WBGene00008880","WBGene00002252",NA,"WBGene00002252","WBGene00022279",NA,"WBGene00002182",NA,"WBGene00019908","WBGene00008880","WBGene00019908"
"415","WBGene00003933","WBGene00012198","WBGene00002025","WBGene00012420","WBGene00002174",NA,"WBGene00002174","WBGene00016295",NA,"WBGene00007445",NA,"WBGene00002025","WBGene00012420","WBGene00002025"
"416","WBGene00012005","WBGene00017252","WBGene00006980","WBGene00012732","WBGene00010931",NA,"WBGene00010931","WBGene00009191",NA,"WBGene00018064",NA,"WBGene00006980","WBGene00012732","WBGene00006980"
"417","WBGene00006981","WBGene00021035","WBGene00000696","WBGene00019413","WBGene00006779",NA,"WBGene00006779","WBGene00008917",NA,"WBGene00006702",NA,"WBGene00000696","WBGene00019413","WBGene00000696"
"418","WBGene00003991","WBGene00008210","WBGene00008777","WBGene00010473","WBGene00012757",NA,"WBGene00012757","WBGene00077692",NA,"WBGene00019793",NA,"WBGene00008777","WBGene00010473","WBGene00008777"
"419","WBGene00022822","WBGene00017046","WBGene00007363","WBGene00020214","WBGene00001787",NA,"WBGene00001787","WBGene00016749",NA,"WBGene00044069",NA,"WBGene00007363","WBGene00020214","WBGene00007363"
"420","WBGene00003063","WBGene00010093","WBGene00013781","WBGene00000460","WBGene00011561",NA,"WBGene00011561","WBGene00022313",NA,"WBGene00006568",NA,"WBGene00013781","WBGene00000460","WBGene00013781"
"421","WBGene00004156","WBGene00018006","WBGene00001168","WBGene00015529","WBGene00010146",NA,"WBGene00010146","WBGene00009511",NA,"WBGene00015347",NA,"WBGene00001168","WBGene00015529","WBGene00001168"
"422","WBGene00001397","WBGene00000369","WBGene00009029","WBGene00004888","WBGene00021467",NA,"WBGene00021467","WBGene00007689",NA,"WBGene00020936",NA,"WBGene00009029","WBGene00004888","WBGene00009029"
"423","WBGene00015955","WBGene00003158","WBGene00020007","WBGene00003794","WBGene00010539",NA,"WBGene00010539","WBGene00004123",NA,"WBGene00019435",NA,"WBGene00020007","WBGene00003794","WBGene00020007"
"424","WBGene00000217","WBGene00001755","WBGene00022101","WBGene00001377","WBGene00019727",NA,"WBGene00019727","WBGene00003710",NA,"WBGene00018236",NA,"WBGene00022101","WBGene00001377","WBGene00022101"
"425","WBGene00016273","WBGene00014999","WBGene00206464","WBGene00219451","WBGene00011560",NA,"WBGene00011560","WBGene00010291",NA,"WBGene00007400",NA,"WBGene00206464","WBGene00219451","WBGene00206464"
"426","WBGene00000893","WBGene00004917","WBGene00004810","WBGene00000413","WBGene00014030",NA,"WBGene00014030","WBGene00019464",NA,"WBGene00006515",NA,"WBGene00004810","WBGene00000413","WBGene00004810"
"427","WBGene00003610","WBGene00017548","WBGene00009358","WBGene00011315","WBGene00012532",NA,"WBGene00012532","WBGene00017041",NA,"WBGene00003598",NA,"WBGene00009358","WBGene00011315","WBGene00009358"
"428","WBGene00194695","WBGene00020508","WBGene00016722","WBGene00004706","WBGene00018297",NA,"WBGene00018297","WBGene00018256",NA,"WBGene00016995",NA,"WBGene00016722","WBGene00004706","WBGene00016722"
"429","WBGene00003369","WBGene00015518","WBGene00016435","WBGene00019407","WBGene00002025",NA,"WBGene00002025","WBGene00019090",NA,"WBGene00007710",NA,"WBGene00016435","WBGene00019407","WBGene00016435"
"430","WBGene00019509","WBGene00007867","WBGene00012557","WBGene00006366","WBGene00013766",NA,"WBGene00013766","WBGene00001211",NA,"WBGene00003948",NA,"WBGene00012557","WBGene00006366","WBGene00012557"
"431","WBGene00012548","WBGene00007068","WBGene00003010","WBGene00016905","WBGene00006407",NA,"WBGene00006407","WBGene00015660",NA,"WBGene00006434",NA,"WBGene00003010","WBGene00016905","WBGene00003010"
"432","WBGene00014206","WBGene00017951","WBGene00012783","WBGene00022265","WBGene00077693",NA,"WBGene00077693","WBGene00016134",NA,"WBGene00006437",NA,"WBGene00012783","WBGene00022265","WBGene00012783"
"433","WBGene00009889","WBGene00011835","WBGene00007474","WBGene00006546","WBGene00001345",NA,"WBGene00001345","WBGene00004057",NA,"WBGene00006504",NA,"WBGene00007474","WBGene00006546","WBGene00007474"
"434","WBGene00018418","WBGene00007042","WBGene00008743","WBGene00007419","WBGene00021976",NA,"WBGene00021976","WBGene00011307",NA,"WBGene00018417",NA,"WBGene00008743","WBGene00007419","WBGene00008743"
"435","WBGene00015219","WBGene00000265","WBGene00012532","WBGene00003123","WBGene00006861",NA,"WBGene00006861","WBGene00017082",NA,"WBGene00009341",NA,"WBGene00012532","WBGene00003123","WBGene00012532"
"436","WBGene00015523","WBGene00011805","WBGene00018112","WBGene00016576","WBGene00016920",NA,"WBGene00016920","WBGene00011723",NA,"WBGene00017538",NA,"WBGene00018112","WBGene00016576","WBGene00018112"
"437","WBGene00000150","WBGene00011638","WBGene00195143","WBGene00009899","WBGene00006924",NA,"WBGene00006924","WBGene00016133",NA,"WBGene00001399",NA,"WBGene00195143","WBGene00009899","WBGene00195143"
"438","WBGene00021529","WBGene00019907","WBGene00006533","WBGene00019686","WBGene00016219",NA,"WBGene00016219","WBGene00001038",NA,"WBGene00017738",NA,"WBGene00006533","WBGene00019686","WBGene00006533"
"439","WBGene00016596","WBGene00021049","WBGene00010085","WBGene00000137",NA,NA,"WBGene00010790","WBGene00016319",NA,"WBGene00013530",NA,"WBGene00010085","WBGene00000137","WBGene00010085"
"440","WBGene00006760","WBGene00014117","WBGene00020445","WBGene00001331",NA,NA,"WBGene00006557","WBGene00000990",NA,"WBGene00011860",NA,"WBGene00020445","WBGene00001331","WBGene00020445"
"441","WBGene00003934","WBGene00000480","WBGene00022592","WBGene00018104",NA,NA,"WBGene00016627","WBGene00021755",NA,"WBGene00019786",NA,"WBGene00022592","WBGene00018104","WBGene00022592"
"442","WBGene00017304","WBGene00018104","WBGene00022562","WBGene00009370",NA,NA,"WBGene00020218","WBGene00006876",NA,"WBGene00002131",NA,"WBGene00022562","WBGene00009370","WBGene00022562"
"443","WBGene00000998","WBGene00016630","WBGene00016004","WBGene00006932",NA,NA,"WBGene00006541","WBGene00003625",NA,"WBGene00003395",NA,"WBGene00016004","WBGene00006932","WBGene00016004"
"444","WBGene00011108","WBGene00008838","WBGene00001159","WBGene00022794",NA,NA,"WBGene00016534","WBGene00001841",NA,"WBGene00016562",NA,"WBGene00001159","WBGene00022794","WBGene00001159"
"445","WBGene00000756","WBGene00022458","WBGene00006959","WBGene00011738",NA,NA,"WBGene00001436","WBGene00001770",NA,"WBGene00020182",NA,"WBGene00006959","WBGene00011738","WBGene00006959"
"446","WBGene00018252","WBGene00008921","WBGene00021870","WBGene00003367",NA,NA,"WBGene00002130","WBGene00003735",NA,"WBGene00017011",NA,"WBGene00021870","WBGene00003367","WBGene00021870"
"447","WBGene00016845","WBGene00008440","WBGene00013567","WBGene00010845",NA,NA,"WBGene00006547","WBGene00000874",NA,"WBGene00021295",NA,"WBGene00013567","WBGene00010845","WBGene00013567"
"448","WBGene00004311","WBGene00008710","WBGene00006863","WBGene00020738",NA,NA,"WBGene00013254","WBGene00013074",NA,"WBGene00017237",NA,"WBGene00006863","WBGene00020738","WBGene00006863"
"449","WBGene00008862","WBGene00019814","WBGene00004417","WBGene00006605",NA,NA,"WBGene00003377","WBGene00020015",NA,"WBGene00006804",NA,"WBGene00004417","WBGene00006605","WBGene00004417"
"450","WBGene00019855","WBGene00000462","WBGene00004495","WBGene00006775",NA,NA,"WBGene00004815","WBGene00010367",NA,"WBGene00019572",NA,"WBGene00004495","WBGene00006775","WBGene00004495"
"451","WBGene00007590","WBGene00000713","WBGene00009803","WBGene00000411",NA,NA,"WBGene00009367","WBGene00012030",NA,"WBGene00011323",NA,"WBGene00009803","WBGene00000411","WBGene00009803"
"452","WBGene00012256","WBGene00003979","WBGene00001787","WBGene00017004",NA,NA,"WBGene00000169","WBGene00004857",NA,"WBGene00009978",NA,"WBGene00001787","WBGene00017004","WBGene00001787"
"453","WBGene00011733","WBGene00007709","WBGene00019600","WBGene00018704",NA,NA,"WBGene00004813","WBGene00010944",NA,"WBGene00011344",NA,"WBGene00019600","WBGene00018704","WBGene00019600"
"454","WBGene00010867","WBGene00015610","WBGene00002225","WBGene00013319",NA,NA,"WBGene00021913","WBGene00019301",NA,"WBGene00020107",NA,"WBGene00002225","WBGene00013319","WBGene00002225"
"455","WBGene00018470","WBGene00001002","WBGene00012910","WBGene00019344",NA,NA,"WBGene00009221","WBGene00022047",NA,"WBGene00004111",NA,"WBGene00012910","WBGene00019344","WBGene00012910"
"456","WBGene00007980","WBGene00017967","WBGene00019476","WBGene00009156",NA,NA,"WBGene00003601","WBGene00009653",NA,"WBGene00004681",NA,"WBGene00019476","WBGene00009156","WBGene00019476"
"457","WBGene00008708","WBGene00001439","WBGene00010814","WBGene00015328",NA,NA,"WBGene00021165","WBGene00016862",NA,"WBGene00019416",NA,"WBGene00010814","WBGene00015328","WBGene00010814"
"458","WBGene00021213","WBGene00008034","WBGene00002252","WBGene00010552",NA,NA,"WBGene00016457","WBGene00002038",NA,"WBGene00021311",NA,"WBGene00002252","WBGene00010552","WBGene00002252"
"459","WBGene00007925","WBGene00015939","WBGene00000928","WBGene00015411",NA,NA,"WBGene00000865","WBGene00014148",NA,"WBGene00002060",NA,"WBGene00000928","WBGene00015411","WBGene00000928"
"460","WBGene00017892","WBGene00019399","WBGene00006407","WBGene00012980",NA,NA,"WBGene00020073","WBGene00003996",NA,"WBGene00009977",NA,"WBGene00006407","WBGene00012980","WBGene00006407"
"461","WBGene00017374","WBGene00003150","WBGene00015326","WBGene00015646",NA,NA,"WBGene00001435","WBGene00009008",NA,"WBGene00012715",NA,"WBGene00015326","WBGene00015646","WBGene00015326"
"462","WBGene00000606","WBGene00006961","WBGene00015794","WBGene00017474",NA,NA,"WBGene00007196","WBGene00018400",NA,"WBGene00019767",NA,"WBGene00015794","WBGene00017474","WBGene00015794"
"463","WBGene00014253","WBGene00009966","WBGene00007520","WBGene00000388",NA,NA,"WBGene00016453","WBGene00022816",NA,"WBGene00018897",NA,"WBGene00007520","WBGene00000388","WBGene00007520"
"464","WBGene00011564","WBGene00011231","WBGene00007142","WBGene00021516",NA,NA,"WBGene00018605","WBGene00015101",NA,"WBGene00003406",NA,"WBGene00007142","WBGene00021516","WBGene00007142"
"465","WBGene00017756","WBGene00000120","WBGene00013766","WBGene00002632",NA,NA,"WBGene00004816","WBGene00000190",NA,"WBGene00004337",NA,"WBGene00013766","WBGene00002632","WBGene00013766"
"466","WBGene00021121","WBGene00012936","WBGene00021492","WBGene00004745",NA,NA,"WBGene00004814","WBGene00013366",NA,"WBGene00012158",NA,"WBGene00021492","WBGene00004745","WBGene00021492"
"467","WBGene00006780","WBGene00050944","WBGene00015469","WBGene00012641",NA,NA,"WBGene00020261","WBGene00015342",NA,"WBGene00020412",NA,"WBGene00015469","WBGene00012641","WBGene00015469"
"468","WBGene00008446","WBGene00000460","WBGene00009628","WBGene00000122",NA,NA,"WBGene00001186","WBGene00004213",NA,"WBGene00004187",NA,"WBGene00009628","WBGene00000122","WBGene00009628"
"469","WBGene00013736","WBGene00017140","WBGene00004999","WBGene00010066",NA,NA,"WBGene00008139","WBGene00016262",NA,"WBGene00009127",NA,"WBGene00004999","WBGene00010066","WBGene00004999"
"470","WBGene00016635","WBGene00006816","WBGene00010747","WBGene00009688",NA,NA,"WBGene00000884","WBGene00022419",NA,"WBGene00016971",NA,"WBGene00010747","WBGene00009688","WBGene00010747"
