	amir_1_mix_1	amir_1_mix_2	amir_1_mix_5	amir_1_mix_6	amir_1_mix_8	amir_1_mix_9
WBGene00004793	2.29441765012871	4.54587476625945	1.21243984527298	3.55118271979152	7.48471069492589	2.55243875454199
WBGene00004795	143.401103133044	132.966836913089	158.82961973076	134.05714767213	142.209503203592	108.478647068035
WBGene00004796	55.066023603089	84.0986831757999	35.7669754355529	87.0039766348924	57.7391967894283	119.964621463474
WBGene00004798	69817.9818845915	48835.1961452338	66858.7828277332	61802.1206682118	65355.4245437079	46120.0158558192
WBGene00004800	128.487388407208	95.4633700914485	94.5703079312924	75.4626327955699	101.578216573994	72.7445045044467
WBGene00004801	25.2385941514158	13.6376242987784	29.0985562865515	29.2972574382801	20.3156433147988	24.2481681681489
WBGene00004802	1.14720882506435	2.27293738312973	2.42487969054596	2.66338703984364	4.27697753995765	6.38109688635498
WBGene00004803	34.4162647519306	25.002311214427	36.3731953581894	36.3996228778631	36.35430908964	22.9719487908779
WBGene00004804	2441.26037973695	2192.24810602862	2437.61030892133	2213.27463011007	2162.01214644859	2437.5790105876
WBGene00004806	168.63969728446	121.60214999744	177.622437332492	144.710695831505	168.940612828327	164.632299667958
WBGene00004807	2412.58015911034	1929.72383827714	2306.66680563184	2071.22732131841	2357.68386890165	2479.69425003754
WBGene00004808	3903.951631694	3187.79467983944	4044.69932383066	3470.39331291627	3744.49383623292	3624.46303144963
WBGene00004809	110.132047206178	157.969148127516	89.114328627564	158.027631030723	89.8165283391106	185.051809704294
WBGene00004810	67.6853206787969	127.284493455265	80.6272497106531	135.832739032026	68.4316406393224	148.041447763435
WBGene00004811	44.7411441775098	106.828057007097	31.5234359770975	99.4331161541627	73.7778625642695	140.38413149981
WBGene00004813	1517.75727556014	551.187315408959	1744.09471742518	507.819128930188	1499.08062775516	828.266375848876
WBGene00004814	226.000138537678	55.6869658866783	247.337728435688	67.472471676039	232.026031542702	108.478647068035
WBGene00004815	252.385941514158	63.6422467276324	310.384600389883	86.1161809549445	276.934295712258	102.09755018168
WBGene00004816	307.451965117247	107.964525698662	375.856352034624	109.198868633589	271.588073787311	146.765228386164
WBGene00004818	215.675259112099	180.698521958813	276.436284722239	145.598491511453	182.84078983319	165.908519045229
WBGene00004819	90.629497180084	25.002311214427	111.544465765114	35.5118271979152	86.6087951841424	42.1152394499428
WBGene00004820	142.25389430798	44.3222789710297	212.783192845408	66.5846759960911	159.317413363422	61.2585301090078
WBGene00004821	279.918953315702	78.4163397179756	292.804222633425	118.076825433068	225.610565232766	113.583524577119
WBGene00004822	472.650035926514	321.620639712856	335.239617217979	216.622145907283	372.097045976316	315.226186185936
WBGene00004823	35.563473576995	59.0963719613729	49.7100336561922	62.1456975963517	47.0467529395342	57.4298719771948
WBGene00004824	27.5330118015445	31.8211233638162	47.8913738882827	32.8484401580716	36.35430908964	39.5628006954009
WBGene00004825	1349.11757827568	1370.58124202723	1262.75609885181	1390.28803479838	1376.11752348137	1350.24010115271
WBGene00004826	43.5939353524455	45.4587476625945	33.9483156676434	39.9508055976547	42.7697753995765	53.6012138453818
WBGene00004827	119.309717806693	119.329212614311	137.611922438483	97.6575247942669	106.924438498941	108.478647068035
WBGene00004829	367.106824020593	313.665358871902	382.524771183625	268.11429534426	338.950470041644	250.138997945115
WBGene00004830	2.29441765012871	3.40940607469459	3.03109961318245	7.99016111953093	4.27697753995765	11.485974395439
WBGene00004831	3.44162647519306	2.27293738312973	1.21243984527298	6.21456975963517	3.20773315496824	5.10487750908398
WBGene00004854	1.14720882506435	7.95528084095405	3.63731953581894	8.87795679947881	2.13848876997882	12.76219377271
WBGene00004855	231.736182663	261.387799059919	265.524326114783	229.051285426553	256.618652397459	294.8066761496
WBGene00004856	9.17767060051484	25.002311214427	19.3990375243677	15.9803222390619	11.7616882348835	11.485974395439
WBGene00004857	12.6192970757079	45.4587476625945	23.0363570601866	31.0728487981758	17.1079101598306	35.7341425635879
WBGene00004858	32.1218471018019	76.1434023348459	43.6478344298273	56.8189235166644	47.0467529395342	62.5347494862788
WBGene00004859	17.2081323759653	43.1858102794648	53.3473531920111	74.574837115622	53.4622192494706	96.9926726725957
WBGene00004860	36.7106824020593	38.6399355132054	40.6167348166448	37.287418557811	34.2158203196612	29.3530456772329
WBGene00004862	59.6548589033464	70.4610588770215	66.6841914900139	78.1260198354135	69.5008850243118	107.202427690764
WBGene00004873	717.005515665221	670.51652802327	908.117444109462	720.002296437732	893.888305851149	645.767004899124
WBGene00004874	404.964715247717	328.439451862246	483.763498263919	401.283647336442	399.89739998604	344.579231863169
WBGene00004875	346.457065169435	381.853480365794	352.213775051801	375.537572617954	393.481933676104	394.351787576738
WBGene00004876	78.0102001043761	64.7787154191972	77.5961500974707	63.9212889562474	71.6393737942906	53.6012138453818
