	amir_1_mix_1	amir_1_mix_2	amir_1_mix_5	amir_1_mix_6	amir_1_mix_7	amir_1_mix_8	amir_1_mix_9	amir_1_mix_10
WBGene00022781	574.897256883763	712.649697415456	733.360378686322	438.860769253627	591.918694749907	722.167120799157	731.50030845777	669.341494999118
WBGene00022782	9.38607766340838	29.1115072473634	16.1451057119766	24.5325895856065	9.98176551011648	20.7896595381576	19.6639867864992	17.0532864967928
WBGene00022783	576.070516591689	585.723525816952	491.183793006673	546.985886316115	486.111980342672	440.959620730394	549.280697569544	535.473195999294
WBGene00022785	393.042002155226	434.343688130662	432.192060597528	393.4300477988	447.183094853218	293.243618748749	329.044045560753	395.636246725593
WBGene00022786	3.51977912377814	9.31568231915629	5.58869043876113	6.36030100367575	0.998176551011648	4.3767704290858	3.93279735729984	5.11598594903785
WBGene00022787	569.030958344133	500.717924654651	584.328633652692	488.834562853937	636.836639545431	584.298852282954	407.69999270675	648.877551202967
WBGene00022788	37.5443106536335	53.5651733351487	49.6772483445434	25.441204014703	59.8905930606989	49.2386673272153	44.5717033827315	48.6018665158595
WBGene00022789	4.69303883170419	25.6181263776798	8.69351846029509	22.7153607274134	10.9799420611281	17.5070817163432	10.4874596194662	14.4952935222739
WBGene00022791	451.704987551528	362.147150157201	397.417986756347	397.973119944283	363.33626456824	373.119679079565	359.195491966718	402.457561324311
WBGene00022792	175.988956188907	185.149186093231	219.821823924605	202.621017688528	180.669955733108	196.954669308861	154.690029387127	204.639437961514
WBGene00022793	845.92024941468	754.570267851659	967.464411509983	741.429374142774	978.213019991415	938.817257038904	797.046931079434	925.99345677585
WBGene00022794	134.924866411495	110.623727539981	122.951189652745	109.942345920681	137.748364039607	147.716001981646	110.118326004395	152.626914146296
WBGene00022797	131.405087287717	196.793788992177	261.42651941316	144.469694226349	189.653544692213	224.309484490647	214.992922199058	234.482689330901
WBGene00022798	312.087082308329	342.351325228994	247.144310514103	310.746134751015	238.564195691784	312.939085679635	285.783274630455	208.902759585712
WBGene00022799	0	3.49338086968361	1.24193120861358	6.36030100367575	1.9963531020233	3.28257782181435	3.93279735729984	1.70532864967928
WBGene00022800	72.7421018914149	75.6899188431449	95.0077374589392	89.9528284805571	87.839536489025	72.2167120799157	83.8996769557299	99.761726006238
WBGene00022801	52.7966868566721	36.0982689867306	41.6046954885551	23.6239751565099	38.9288854894543	38.2967412545008	28.8405139535321	30.6959156942271
WBGene00022802	105.593373713344	64.0453159441995	99.9754622933936	77.2322264732056	93.8285957950949	84.2528307599017	69.4794199789638	84.4137681591245
WBGene00022803	221.746084798023	170.011202324602	196.225130960946	152.647224088218	154.717365406805	166.31727630526	153.379096934694	185.880822815042
WBGene00022805	31.6780121140033	20.9602852181016	26.7015209851921	19.0809030110273	21.9598841222562	13.1303112872574	18.3530543340659	13.6426291974343
WBGene00022812	136.098126119421	188.642566962915	136.612432947494	143.561079797253	184.662661937155	131.303112872574	114.051123361695	149.216256846937
WBGene00022813	3.51977912377814	3.49338086968361	2.48386241722717	2.72584328728961	5.98905930606989	0	2.62186490486656	1.70532864967928
WBGene00022814	10.5593373713344	6.98676173936722	8.69351846029509	8.17752986186883	13.9744717141631	8.7535408581716	5.24372980973312	3.41065729935856
WBGene00022816	89.1677378023796	156.037678845868	129.78181130012	143.561079797253	130.761128182526	80.9702529380873	152.06816448226	110.846362229153
WBGene00022817	2946.0551266023	2854.09217053151	2492.55593568746	2933.91599155272	2594.26085607927	2688.43123606595	2607.44464788979	3032.9270034546
WBGene00022820	2528.37467058063	4201.37272593949	2277.08087099301	3827.08397535461	2559.32467679386	2524.30234497524	4457.17033827315	2122.28150452587
