	amir_1_mix_1	amir_1_mix_2	amir_1_mix_3	amir_1_mix_5	amir_1_mix_6	amir_1_mix_7	amir_1_mix_8	amir_1_mix_9	amir_1_mix_10
WBGene00000116	24.9780613976809	50.2239006761368	32.4441912031292	31.2451562839271	27.3439555963391	30.7451532361143	46.8939216761283	60.5789794010264	18.1152561179409
WBGene00000117	16.6520409317873	20.461589164352	0	17.575400409709	15.8307111347226	16.5550825117538	13.8944953114454	12.5335819450399	18.7861915297165
WBGene00000118	42.5552157145675	43.7133950329339	19.4665147218775	36.6154175202271	38.8572000579555	26.8034669237919	57.3147931597123	42.8230716455531	39.5851892947597
WBGene00000120	141.542347920192	82.7764288921514	162.220956015646	114.240102663109	67.6403112119966	115.885577582277	120.708428018182	90.8684691015396	85.8797327072753
WBGene00000121	804.848645036385	604.546952583128	746.216397671972	812.374063382105	653.376623196734	799.373984138971	709.487666840682	596.389607551484	808.477171189584
WBGene00000122	380.221601275809	257.630009023887	253.064691384408	439.385010242725	254.730533713264	399.686992069485	410.756017644605	261.116290521665	387.80066800629
WBGene00000123	860.355448142342	876.128045128165	1875.27425154087	1076.98148066161	918.181245813912	998.034974280017	984.772355198694	879.439666476969	866.177616602285
WBGene00000133	2.77534015529788	3.7202889389731	0	3.90564453549089	6.47620000965925	3.94168631232234	3.47362382786135	6.26679097251997	4.69654788242912
WBGene00000135	0.925113385099293	6.51050564320292	0	3.90564453549089	2.15873333655308	3.94168631232234	4.34202978482669	4.17786064834665	0.670935411775589
WBGene00000136	8.32602046589363	0.930072234743275	0	9.76411133872723	3.59788889425514	7.88337262464468	6.94724765572271	4.17786064834665	4.02561247065353
WBGene00000137	180.397110094362	118.119173812396	240.087014903156	168.919126159981	120.169489068122	151.360754393178	178.023221177894	139.958331719613	167.062917532122
WBGene00000138	53.656576335759	86.4967178311245	51.9107059250068	79.5775074106269	73.3969334428049	100.118832332987	73.8145063420538	101.313120722406	71.790089059988
WBGene00000139	3.70045354039717	4.65036117371637	12.9776764812517	1.46461670080908	3.59788889425514	1.57667452492894	2.60521787089602	3.13339548625999	2.01280623532677
WBGene00000140	234.97879981522	37.202889389731	181.687470737524	246.055605735926	55.4074889715292	249.114574938772	283.1003419707	32.3784200246865	237.511135768558
WBGene00000142	197.974264411249	193.455024826601	168.709794256272	207.487365947954	212.275444761053	189.200942991472	190.180904575409	171.292286582213	200.609688120901
WBGene00000143	49.0310094102625	27.9021670422982	38.9330294437551	63.466723701727	53.2487556349761	53.6069338475838	59.051605073643	48.0453974559864	70.4482182364368
WBGene00000144	66.6081637271491	55.8043340845965	25.9553529625034	53.7026123629998	64.0424223177415	45.7235612229392	39.9466740204056	35.5118155109465	59.0423162362518
WBGene00000145	244.229933666213	134.860474037775	116.799088331265	200.164282443908	163.344155799183	176.587546792041	138.944953114454	133.691540747093	157.669821767263
WBGene00000146	3874.37485679584	3172.47639270931	2277.58222245967	3109.86946138462	3379.85682726328	3333.08994569977	3441.49280745364	2972.54785129864	3812.25500970889
WBGene00000147	296.036283231774	303.203548526308	214.131661940653	251.425866972226	305.100978232836	338.196685597257	296.12643132518	248.582708576626	328.758351770038
WBGene00000148	414.450796524483	326.455354394889	402.307970918802	461.842466321798	255.450111492115	361.058466208726	330.862669603794	310.206153139739	382.433184712086
WBGene00000149	1086.08311410657	1600.65431599318	1135.54669210952	1316.20220846043	1575.87533568375	1266.8579807804	1260.05704355671	1659.65514255571	1035.25334036973
WBGene00000150	284.009809225483	483.637562066503	408.796809159428	295.852573563435	379.937067233343	325.583289397825	343.020353001309	498.209882315338	355.595768241062
WBGene00000151	106.388039286419	64.174984197286	25.9553529625034	103.499580190509	110.814977943058	102.483844120381	92.0510314383259	61.6234445631131	98.6275055310115
WBGene00000155	1118.46208258504	933.792523682248	921.41503016887	821.16176358696	764.191601139792	851.404243461626	666.93577494938	1142.64488732281	1111.73997731215
WBGene00000156	362.644446958923	369.23867719308	499.64054452819	460.866055187925	432.466245089468	403.628678381808	392.519492548333	386.452109972065	452.210467536747
WBGene00000157	67.5332771122484	55.8043340845965	77.8660588875101	78.1128907098178	66.9207334331456	59.9136319472996	71.2092884711578	66.8457703735464	58.3713808244762
WBGene00000158	308.987870623164	319.944848751686	259.553529625034	387.147014580535	331.725356050324	299.568159736498	363.862095968477	367.651737054505	377.736636829656
WBGene00000159	200.749604566547	235.308275390048	188.176308978149	210.904804916508	233.862778126584	232.559492427018	206.680617757751	212.026427903592	187.861915297165
WBGene00000160	3071.37643852965	3279.43469970479	3815.436885488	3157.22540137745	3140.23742690589	3166.75078331977	3083.70955318392	3032.08236553758	3239.27616805254
WBGene00000161	111.013606211915	98.5876568827871	90.8437353687618	114.240102663109	105.05835571225	111.15555400749	124.182051846043	65.8013052114597	83.8669264719486
WBGene00000162	854.804767831746	812.883133165622	1122.56901562827	908.062354501632	823.916556784427	899.492816471958	872.747986750165	817.816221913856	872.216035308265
WBGene00000163	135.066554224497	98.5876568827871	51.9107059250068	124.004214001836	144.635133549057	140.324032718675	182.365250962721	102.357585884493	126.135857413811
WBGene00000164	43.4803290996668	31.6224559812713	64.8883824062584	70.301601638836	40.2963556156576	61.4903064722285	65.9988527293657	47.0009322938998	48.3073496478424
WBGene00000165	113.788946367213	98.5876568827871	51.9107059250068	58.096462465427	59.7249556446353	69.3736790968732	98.9982790940486	74.157026508153	77.8285077659683
WBGene00000166	2.77534015529788	7.4405778779462	0	1.46461670080908	2.15873333655308	7.09503536218021	0	6.26679097251997	3.35467705887794
