rank,target,id,raw.score,p.value,top.motif.prop,enriched.motif
67,pha-4,pha-4,1.3146063651425937,0.18379160001081354,0.0776255707762557,FALSE
68,M03D4.4,M03D4.4,0.8218517591522803,0.18758523402446842,0.0410958904109589,FALSE
69,R07H5.10,R07H5.10,1.237672268308156,0.18814792028133456,0.07077625570776255,FALSE
70,nhr-34,nhr-34,1.0843847076742181,0.19976118122353698,0.0410958904109589,FALSE
71,sma-4,sma-4,1.3932031683901043,0.19987247934674673,0.04794520547945205,FALSE
72,ceh-34,ceh-34,0.9768405935379335,0.2032587431433466,0.05251141552511415,FALSE
73,atf-2,atf-2,1.0505290182597709,0.20460326731533823,0.0228310502283105,FALSE
74,nhr-168,nhr-168,1.0464104989517535,0.20640459174568399,0.03881278538812785,FALSE
75,T22C8.4,T22C8.4,1.7271172073892829,0.20640787882393108,0.02968036529680365,FALSE
76,nhr-154,nhr-154,1.1240811918716147,0.2109985302528796,0.0365296803652968,FALSE
77,che-1,che-1,1.2399511372470076,0.21493470105755957,0.0319634703196347,FALSE
78,nhr-70,nhr-70,0.9804626674990687,0.22738474953356225,0.02511415525114155,FALSE
79,T27F2.4,T27F2.4,0.6608855470472511,0.22846406797407362,0.0730593607305936,FALSE
80,nhr-36,nhr-36,1.1310234773588055,0.23450420702188832,0.04337899543378995,FALSE
81,egl-13,egl-13,1.1797591829038017,0.24149744539309476,0.06164383561643835,FALSE
82,efl-1,efl-1,11.016796145310837,0.24878069851578768,0.02054794520547945,FALSE
83,tbx-40,tbx-40,1.027674988189416,0.2670834522288981,0.0410958904109589,FALSE
84,nhr-66,nhr-66,0.8463189414662875,0.2686832799417861,0.045662100456621,FALSE
85,Y67D8A.3,Y67D8A.3,1.0095982611664536,0.26991719978538703,0.091324200913242,FALSE
86,cfi-1,cfi-1,0.8771120201903431,0.27613986285582676,0.0821917808219178,FALSE
87,ref-2,ref-2,1.829208219182272,0.27971407298486417,0.0365296803652968,FALSE
88,B0310.2,B0310.2,1.211604758920176,0.2799464385195293,0.04337899543378995,FALSE
89,egl-43,egl-43,1.1289762037127276,0.29004432917006007,0.03881278538812785,FALSE
90,nhr-216,nhr-216,1.3941796360251022,0.294878999289731,0.0547945205479452,FALSE
91,ces-2,ces-2,0.6363786671986857,0.3062187641885739,0.02054794520547945,FALSE
92,mab-3,mab-3,1.4040385184435509,0.32473535331906705,0.05251141552511415,FALSE
93,ceh-52,ceh-52,0.9110217569471067,0.3265671965483522,0.045662100456621,FALSE
94,ceh-24,ceh-24,1.0067247514187636,0.32776781636267077,0.045662100456621,FALSE
95,daf-12,daf-12,115.58636936934367,0.34720911159608214,0.0091324200913242,FALSE
96,mbr-1,mbr-1,1.7640900347860997,0.3499201114833885,0.02968036529680365,FALSE
97,npax-1,npax-1,1.483377624563087,0.35286327605514023,0.0684931506849315,FALSE
98,mab-3,mab-3,1.8532949875646494,0.37146862244290746,0.02054794520547945,FALSE
99,lsy-2,lsy-2,1.3831556985915514,0.3908143588520629,0.06164383561643835,FALSE
100,nhr-7,nhr-7,1.0868162666816432,0.4090420300563249,0.0502283105022831,FALSE
101,Y75B8A.6,Y75B8A.6,1.4900727290816165,0.4114811848791034,0.03424657534246575,FALSE
102,skn-1,skn-1,0.8880307739945835,0.41578875594633,0.0502283105022831,FALSE
103,lsl-1,lsl-1,1.2740049021883242,0.4273903063884436,0.0639269406392694,FALSE
104,pag-3,pag-3,1.136448965779823,0.4316957811600496,0.0547945205479452,FALSE
105,ceh-22,ceh-22,0.768828326430994,0.4431379952081615,0.06621004566210045,FALSE
106,nhr-204,nhr-204,0.9591605549906232,0.45043200038248854,0.04794520547945205,FALSE
107,nsy-7,nsy-7,0.5542452931985774,0.47044015373592535,0.045662100456621,FALSE
108,nhr-182,nhr-182,1.2628843166863999,0.47833249695452723,0.04794520547945205,FALSE
109,blmp-1,blmp-1,7.691046795291409,0.4966445691438529,0.05251141552511415,FALSE
110,lin-31,lin-31,1.1172550996596118,0.5108742588923612,0.045662100456621,FALSE
111,tbx-38,tbx-38,1.154722694997333,0.5172534696444646,0.02968036529680365,FALSE
112,ces-2,ces-2,0.4046158075101254,0.5218569123040142,0.05707762557077625,FALSE
113,blmp-1,blmp-1,1.8328585335881082,0.5315167833651347,0.0319634703196347,FALSE
114,nhr-49,nhr-49,1.042387682406808,0.533570158494098,0.045662100456621,FALSE
115,pax-2,pax-2,1.401301216051835,0.5453670509676158,0.0182648401826484,FALSE
116,nhr-182,nhr-182,1.0858675974907692,0.5456760340169928,0.02968036529680365,FALSE
117,hlh-1,hlh-1,1.8496085238898299,0.5495799631996633,0.0091324200913242,FALSE
118,ceh-90,ceh-90,0.8106379809648685,0.5677276287621218,0.0410958904109589,FALSE
119,Y51H4A.4,Y51H4A.4,0.5205258118135371,0.5692311444926376,0.02511415525114155,FALSE
120,hlh-30,hlh-30,2.0263294892639605,0.5917543328078039,0.02054794520547945,FALSE
121,ztf-29,ztf-29,1.0015923247497176,0.6010110318646801,0.05707762557077625,FALSE
122,hlh-16,hlh-16,0.7187043041500023,0.6069204650211046,0.0319634703196347,FALSE
123,ces-1,ces-1,0.9043989019891914,0.6087858868506593,0.0228310502283105,FALSE
124,ztf-11,ztf-11,1.6855233284667241,0.6109423189541511,0.0639269406392694,FALSE
125,nhr-65,nhr-65,1.3460173039731813,0.6217278512601406,0.045662100456621,FALSE
126,unc-86,unc-86,0.5545082956692868,0.623452393776481,0.04794520547945205,FALSE
127,odd-2,odd-2,0.977851913058266,0.6365279720820645,0.03424657534246575,FALSE
128,daf-19,daf-19,0.891267488894708,0.6449443411091649,0.0273972602739726,FALSE
129,Y48G1C.6,Y48G1C.6,1.1951522031505832,0.6694624244409085,0.03424657534246575,FALSE
130,F19F10.1,F19F10.1,1.0926524264074704,0.6695078888571903,0.0365296803652968,FALSE
131,hlh-12,hlh-12,1.187536366789432,0.6804635031979146,0.0593607305936073,FALSE
132,C01G12.1,C01G12.1,1.2262004980192034,0.6849500279227179,0.045662100456621,FALSE
133,nhr-122,nhr-122,0.967354644475472,0.6896282880726133,0.0365296803652968,FALSE
134,slr-2,slr-2,1.2732468018620684,0.7214518405358464,0.0593607305936073,FALSE
135,tbx-33,tbx-33,1.1851377927254512,0.7260187896508898,0.02968036529680365,FALSE
136,C27D6.4,C27D6.4,3.362948446606385,0.7299158479578531,0.0182648401826484,FALSE
137,ztf-3,ztf-3,2.3447634025179007,0.7325993805266074,0.03424657534246575,FALSE
138,xbp-1,xbp-1,0.9884089711844231,0.7500629602327177,0.0365296803652968,FALSE
139,nhr-1,nhr-1,0.8052214340449408,0.7524540633867032,0.0410958904109589,FALSE
140,K02D7.2,K02D7.2,1.2662243811437162,0.7539907695471944,0.03881278538812785,FALSE
141,ham-2,ham-2,0.8909815656226632,0.7609632168112545,0.045662100456621,FALSE
142,nhr-5,nhr-5,1.0935775192498924,0.7625270338404669,0.045662100456621,FALSE
143,ZC123.3,ZC123.3,0.3676343921641324,0.7751888891836042,0.0365296803652968,FALSE
144,ztf-14,ztf-14,1.9494038306540489,0.7772410550458864,0.0182648401826484,FALSE
145,F13H6.1,F13H6.1,1.0260812129388326,0.7776749569585232,0.03424657534246575,FALSE
146,tbx-39,tbx-39,0.850479025799917,0.7840503570752921,0.03424657534246575,FALSE
147,ZC328.2,ZC328.2,3.728847759518206,0.7914811130895454,0.02054794520547945,FALSE
148,ceh-37,ceh-37,0.4934184011688661,0.7935564850505699,0.0684931506849315,FALSE
149,hlh-11,hlh-11,1.2010672179554456,0.7964911115089455,0.0045662100456621,FALSE
150,med-2,med-2,0.578402706486839,0.8021106450822986,0.0365296803652968,FALSE
151,dmd-6,dmd-6,1.053210189840614,0.8059782013459008,0.03881278538812785,FALSE
152,egl-38,egl-38,0.25158698322975354,0.8238047163868076,0.00684931506849315,FALSE
153,sex-1,sex-1,0.9592423031567964,0.8347653244483615,0.045662100456621,FALSE
154,lsy-27,lsy-27,1.1501837080910389,0.8532671763899534,0.02968036529680365,FALSE
155,ceh-51,ceh-51,0.7951361333343865,0.8544996354656672,0.045662100456621,FALSE
156,ceh-48,ceh-48,0.8224976710496712,0.8601708054404269,0.04794520547945205,FALSE
157,eyg-1,eyg-1,0.8150535944341964,0.8661320673901182,0.0319634703196347,FALSE
158,dpy-27,dpy-27,0.06637637535011606,0.866802910401274,0.0136986301369863,FALSE
159,Y44A6D.3,Y44A6D.3,2.3533010039010125,0.8749226917250634,0.0365296803652968,FALSE
160,ztf-9,ztf-9,0.5843378663554709,0.876949933477644,0.0273972602739726,FALSE
161,eor-1,eor-1,2.2070737492625745,0.8841246719743548,0.0273972602739726,FALSE
162,ztf-2,ztf-2,1.2910255137659152,0.88472790359996,0.03424657534246575,FALSE
163,ceh-5,ceh-5,0.7792641539530878,0.8866871555248051,0.0319634703196347,FALSE
164,ceh-53,ceh-53,0.5074729266181868,0.8905291001416858,0.0502283105022831,FALSE
165,ZC416.1,ZC416.1,1.4180990410600824,0.8908675967245391,0.02511415525114155,FALSE
166,mdl-1,mdl-1,1.4105645874364514,0.8960090245523832,0.02054794520547945,FALSE
167,vab-7,vab-7,0.5182852905793331,0.8985736529345454,0.03881278538812785,FALSE
168,efl-1,efl-1,4.091853409893775,0.9088014893338666,0.0410958904109589,FALSE
169,daf-16,daf-16,0.7378204185870524,0.9128387790975911,0.02511415525114155,FALSE
170,F52B5.7,F52B5.7,0.6075444697165177,0.9142046508819432,0.0365296803652968,FALSE
171,nhr-86,nhr-86,0.6973489377242824,0.9282232234970074,0.01598173515981735,FALSE
172,ztf-28,ztf-28,1.1000495772503864,0.9300841998289039,0.02968036529680365,FALSE
173,ztf-16,ztf-16,1.0261757709828805,0.9332659813154677,0.0365296803652968,FALSE
174,K11D2.4,K11D2.4,2.9057978956333192,0.9336320150350137,0.0867579908675799,FALSE
175,gei-11,gei-11,18.778848603353065,0.9347476414027778,0.0045662100456621,FALSE
176,unc-120,unc-120,0.6406010252006556,0.937988716029586,0.02968036529680365,FALSE
177,hlh-25,hlh-25,1.4048260474301404,0.9411126844993094,0.02054794520547945,FALSE
178,lim-4,lim-4,0.5278691331572688,0.9453418079314339,0.03424657534246575,FALSE
179,ztf-6,ztf-6,1.294811802538442,0.9456925729478862,0.06164383561643835,FALSE
180,ref-1,ref-1,1.7538730224039534,0.9469367171787216,0.02511415525114155,FALSE
181,mxl-3,mxl-3,1.9010582495522441,0.9492220323206162,0.0365296803652968,FALSE
182,hlh-27,hlh-27,1.3102905267369578,0.9522829823764177,0.0136986301369863,FALSE
183,ceh-18,ceh-18,0.6500885853215684,0.9526657539059782,0.0365296803652968,FALSE
184,egrh-3,egrh-3,2.659125793361113,0.9556830955550004,0.0136986301369863,FALSE
185,elt-1,elt-1,0.43622475330949745,0.9572480384584985,0.0273972602739726,FALSE
186,odr-7,odr-7,0.6535357317782569,0.9633886146540915,0.0547945205479452,FALSE
187,hlh-1,hlh-1,1.375222548931282,0.9658864582667206,0.02054794520547945,FALSE
188,hsf-1,hsf-1,2.0908662008344314,0.9677379108427754,0.0684931506849315,FALSE
189,ceh-19,ceh-19,0.7568658310495049,0.9720850241909825,0.04337899543378995,FALSE
190,ceh-28,ceh-28,1.1799911930357152,0.9792473133748897,0.0639269406392694,FALSE
191,T13C5.4,T13C5.4,0.6900049742769668,0.9797055832682627,0.045662100456621,FALSE
192,mab-23,mab-23,1.166516460005246,0.9802838814325894,0.0867579908675799,FALSE
193,hlh-29,hlh-29,0.7651711285235622,0.9804766677996677,0.02054794520547945,FALSE
194,ceh-36,ceh-36,0.7129048096363211,0.9814263697688027,0.0319634703196347,FALSE
195,F10B5.3,F10B5.3,1.6586698803037858,0.9839620157821806,0.0319634703196347,FALSE
196,lin-48,lin-48,0.29398584167871367,0.9851106632387052,0.02511415525114155,FALSE
197,C07E3.6,C07E3.6,0.7400025903400566,0.9879035280415833,0.0365296803652968,FALSE
198,ceh-23,ceh-23,0.6470852815058719,0.9880586401183861,0.045662100456621,FALSE
199,hlh-10,hlh-10,0.1240044466187011,0.9902663183627044,0.00228310502283105,FALSE
200,daf-12,daf-12,0.8985020527232971,0.9909993872974607,0.02968036529680365,FALSE
201,pal-1,pal-1,0.5530342821117242,0.9915951717089966,0.0639269406392694,FALSE
202,lin-29,lin-29,3.8257741504677916,0.9924149859595011,0.06621004566210045,FALSE
203,hlh-26,hlh-26,0.5775611992933496,0.9944219763006309,0.00228310502283105,FALSE
204,lin-14,lin-14,0.9544192200756986,0.9954311143411099,0.0410958904109589,FALSE
205,R06F6.6,R06F6.6,0.7347938524845499,0.9988197645724689,0.0273972602739726,FALSE
206,eor-1,eor-1,53.11599288279662,0.9991004704569268,0.0182648401826484,FALSE
207,Y116A8C.22,Y116A8C.22,1.0695313596347946,0.9993478064537579,0.1232876712328767,FALSE
208,die-1,die-1,1.384456462565001,0.9996672694841647,0.07534246575342465,FALSE
209,hmg-12,hmg-12,1.3205649027341841,0.9999005711102743,0.06164383561643835,FALSE
210,athp-1,athp-1,0.9375919771719982,0.9999821293681513,0.08904109589041095,FALSE
211,mex-6,mex-6,1.0162591962037946,0.9999895998247647,0.045662100456621,FALSE
212,Y61A9LA.9,Y61A9LA.9,1.4309768225467514,0.9999999331703736,0.05251141552511415,FALSE
